Frame Rate:,25.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
542,00:00:21.680,9.761709707754628,3.809299045138889,10.375596788194445,15.100233289930555
543,00:00:21.720,10.516565393518519,4.104627821180555,11.113850911458334,16.331217447916668
544,00:00:21.760,11.135082103587962,4.33203125,11.724229600694445,17.348985460069443
545,00:00:21.800,11.719618055555555,4.608940972222222,12.344889322916666,18.20502387152778
546,00:00:21.840,12.795844184027779,5.227159288194445,13.200493706597221,19.959879557291668
547,00:00:21.880,13.501085069444445,5.705674913194445,14.042182074652779,20.75539822048611
548,00:00:21.920,13.803249782986109,5.542019314236111,14.469780815972221,21.39794921875
549,00:00:21.960,14.378598813657407,5.934054904513889,15.009928385416666,22.191813151041668
550,00:00:22.000,14.842845775462962,6.166042751736111,15.31130642361111,23.051188151041668
551,00:00:22.040,15.366147641782407,6.296115451388889,15.697591145833334,24.104736328125
552,00:00:22.080,15.788818359375,6.676161024305555,15.87673611111111,24.813557942708332
553,00:00:22.120,15.863480179398147,6.694091796875,15.800835503472221,25.09551323784722
554,00:00:22.160,15.457727502893519,6.217556423611111,15.524034288194445,24.631591796875
555,00:00:22.200,14.979275173611109,5.928304036458333,15.10498046875,23.904541015625
556,00:00:22.240,14.658573857060185,5.729275173611111,14.75558810763889,23.490858289930557
557,00:00:22.280,14.154947916666666,5.587700737847222,14.36794704861111,22.509195963541668
558,00:00:22.320,13.501853660300926,5.20654296875,13.844618055555555,21.45439995659722
559,00:00:22.360,12.617377387152777,4.722900390625,13.093804253472221,20.03542751736111
560,00:00:22.400,11.891194661458334,4.367214626736111,12.57394748263889,18.732421875
561,00:00:22.440,11.534469039351853,4.204128689236111,12.34988064236111,18.049397786458332
562,00:00:22.480,11.974681712962962,4.321804470486111,12.894151475694445,18.708089192708332
563,00:00:22.520,12.10009765625,4.466417100694445,13.21240234375,18.621473524305557
564,00:00:22.560,12.144133391203704,4.443277994791667,13.330729166666666,18.65839301215278
565,00:00:22.600,11.741111472800926,4.383002387152778,12.935628255208334,17.904703776041668
566,00:00:22.640,11.145146122685185,4.160264756944445,12.318901909722221,16.95627170138889
567,00:00:22.680,10.247169777199074,3.8062879774305554,11.33493381076389,15.600287543402779
568,00:00:22.720,9.334454571759258,3.525363498263889,10.336968315972221,14.141031901041666
569,00:00:22.760,8.149368851273147,3.0405815972222223,9.01125759548611,12.39626736111111
570,00:00:22.800,7.865695529513889,2.8814561631944446,8.783528645833334,11.93210177951389
571,00:00:22.840,8.076054325810185,2.9291449652777777,9.118570963541666,12.18044704861111
572,00:00:22.880,8.472954644097223,3.066867404513889,9.592230902777779,12.759765625
573,00:00:22.920,8.769386574074074,3.078097873263889,9.997260199652779,13.232801649305555
574,00:00:22.960,8.74806495949074,3.1197916666666665,9.955159505208334,13.169243706597221
575,00:00:23.000,8.643455222800926,3.0958658854166665,9.72970920138889,13.104790581597221
576,00:00:23.040,8.505009403935185,3.0132378472222223,9.618570963541666,12.883219401041666
577,00:00:23.080,8.093162254050926,3.0872124565972223,9.055365668402779,12.136908637152779
578,00:00:23.120,7.322075737847221,3.0049913194444446,8.23147243923611,10.72976345486111
579,00:00:23.160,6.113597728587963,2.6597764756944446,6.824273003472222,8.856743706597221
580,00:00:23.200,5.767225477430556,2.388427734375,6.529947916666667,8.38330078125
581,00:00:23.240,9.557825159143519,4.479899088541667,8.670111762152779,15.52346462673611
582,00:00:23.280,16.882170500578706,8.4169921875,16.368733723958332,25.86078559027778
583,00:00:23.320,18.59036820023148,9.302924262152779,18.452989366319443,28.01519097222222
584,00:00:23.360,13.913266782407407,5.547932942708333,13.486572265625,22.70529513888889
585,00:00:23.400,6.30371997974537,1.9269205729166667,7.255452473958333,9.72878689236111
586,00:00:23.440,9.698323567708334,2.9810384114583335,10.849934895833334,15.263997395833334
587,00:00:23.480,6.4111147280092595,1.8790690104166667,7.297309027777778,10.056966145833334
588,00:00:23.520,10.13522677951389,3.1007758246527777,11.174262152777779,16.13064236111111
589,00:00:23.560,6.900689019097222,1.9612087673611112,7.850748697916667,10.89010959201389
590,00:00:23.600,10.109284577546298,3.0514322916666665,11.089274088541666,16.187147352430557
591,00:00:23.640,6.330150462962963,1.8867730034722223,6.981960720486111,10.121717664930555
592,00:00:23.680,9.614945023148147,2.919406467013889,10.521348741319445,15.40407986111111
593,00:00:23.720,6.259403935185186,1.9059244791666667,6.941921657986111,9.930365668402779
594,00:00:23.760,9.142270688657407,2.802978515625,9.96826171875,14.655571831597221
595,00:00:23.800,8.673529730902777,2.6518012152777777,9.457275390625,13.911512586805555
596,00:00:23.840,5.190673828125,1.5822211371527777,5.808376736111111,8.18142361111111
597,00:00:23.880,8.657461660879628,2.670166015625,9.504557291666666,13.797661675347221
598,00:00:23.920,5.263066044560185,1.6845431857638888,5.914415147569445,8.190239800347221
599,00:00:23.960,8.886411313657407,2.713894314236111,9.74338107638889,14.201958550347221
600,00:00:24.000,6.067247178819444,1.8541666666666667,6.744873046875,9.602701822916666
601,00:00:24.040,10.287407769097223,3.2800835503472223,11.118842230902779,16.463297526041668
602,00:00:24.080,11.03587058738426,3.6485188802083335,11.83249240451389,17.626600477430557
603,00:00:24.120,8.449254918981483,2.6693522135416665,9.314398871527779,13.364013671875
604,00:00:24.160,12.629991319444443,4.385552300347222,13.290961371527779,20.213460286458332
605,00:00:24.200,9.15281394675926,3.0212944878472223,9.86593967013889,14.571207682291666
606,00:00:24.240,14.13377097800926,5.472900390625,14.49782986111111,22.430582682291668
607,00:00:24.280,9.981454354745368,3.4642469618055554,10.695665147569445,15.78445095486111
608,00:00:24.320,14.881293402777779,5.939453125,15.057942708333334,23.646484375
609,00:00:24.360,14.935393156828704,5.992648654513889,15.036566840277779,23.776963975694443
610,00:00:24.400,10.246826171875,3.648898654513889,10.574544270833334,16.51703559027778
611,00:00:24.440,14.771122685185185,6.042561848958333,14.83157009548611,23.43923611111111
612,00:00:24.480,10.138020833333334,3.6826714409722223,10.39284939236111,16.338541666666668
613,00:00:24.520,14.879222728587962,6.333523220486111,14.577338324652779,23.726806640625
614,00:00:24.560,14.60786494502315,6.171766493055555,14.487386067708334,23.164442274305557
615,00:00:24.600,9.402940538194445,3.5103624131944446,9.60300021701389,15.095458984375
616,00:00:24.640,13.988236038773147,5.851779513888889,13.822157118055555,22.290771484375
617,00:00:24.680,9.452555338541666,3.4427354600694446,9.796630859375,15.118299696180555
618,00:00:24.720,13.624358000578704,5.624484592013889,13.35671657986111,21.89187282986111
619,00:00:24.760,8.886528862847221,3.356662326388889,8.940348307291666,14.36257595486111
620,00:00:24.800,13.764530888310185,5.661756727430555,13.330213758680555,22.301622178819443
621,00:00:24.840,13.623670789930557,5.627224392361111,13.330268012152779,21.91351996527778
622,00:00:24.880,9.055691189236112,3.518337673611111,9.19479709201389,14.453938802083334
623,00:00:24.920,13.620614510995372,5.662462022569445,13.190375434027779,22.00900607638889
624,00:00:24.960,8.321198640046296,3.1280653211805554,8.4384765625,13.397054036458334
625,00:00:25.000,12.905707465277777,5.193440755208333,12.43918185763889,21.08449978298611
626,00:00:25.040,12.644684968171296,4.975802951388889,12.35690646701389,20.60134548611111
627,00:00:25.080,8.359745732060185,3.0011393229166665,8.669135199652779,13.40896267361111
628,00:00:25.120,12.842321325231481,4.989095052083333,12.444173177083334,21.09369574652778
629,00:00:25.160,7.907027633101852,2.8089735243055554,8.13009982638889,12.78200954861111
630,00:00:25.200,12.566134982638888,4.615288628472222,12.262342664930555,20.82077365451389
631,00:00:25.240,8.039785879629628,2.8199869791666665,8.36233181423611,12.93703884548611
632,00:00:25.280,12.449245876736112,4.596137152777778,12.256184895833334,20.49541558159722
633,00:00:25.320,12.363859953703704,4.602837456597222,12.367241753472221,20.121500651041668
634,00:00:25.360,7.688684534143519,2.7317437065972223,7.844862196180555,12.489447699652779
635,00:00:25.400,13.100522641782407,4.798583984375,12.791558159722221,21.71142578125
636,00:00:25.440,8.203260633680555,2.8955078125,8.47707790798611,13.237196180555555
637,00:00:25.480,13.092348451967593,4.785101996527778,13.078911675347221,21.41303168402778
638,00:00:25.520,12.518382884837962,4.479844835069445,12.668267144097221,20.40703667534722
639,00:00:25.560,7.2740614149305545,2.4894476996527777,7.567491319444445,11.765245225694445
640,00:00:25.600,12.660309968171296,4.535020616319445,12.882378472222221,20.56353081597222
641,00:00:25.640,8.076352719907407,2.7049424913194446,8.591715494791666,12.93240017361111
642,00:00:25.680,12.072446469907407,4.077365451388889,12.584526909722221,19.55544704861111
643,00:00:25.720,6.330629701967593,2.1377495659722223,6.509412977430555,10.3447265625
644,00:00:25.760,11.747676142939815,4.0078125,12.145670572916666,19.08954535590278
645,00:00:25.800,11.313349971064815,3.7589518229166665,11.95822482638889,18.22287326388889
646,00:00:25.840,7.256881148726852,2.341579861111111,7.871229383680555,11.55783420138889
647,00:00:25.880,10.933883101851853,3.512668185763889,11.720269097222221,17.568712022569443
648,00:00:25.920,5.2688169126157405,1.7221408420138888,5.549858940972222,8.53445095486111
649,00:00:25.960,10.353723596643517,3.3850911458333335,10.985785590277779,16.690294053819443
650,00:00:26.000,9.505823206018517,3.205837673611111,10.236382378472221,15.075249565972221
651,00:00:26.040,5.472819010416667,1.8553059895833333,6.070827907986111,8.492323133680555
652,00:00:26.080,7.730767144097221,2.7389594184027777,8.528889973958334,11.924452039930555
653,00:00:26.120,2.9817617910879632,1.8451605902777777,2.867404513888889,4.232720269097222
654,00:00:26.160,6.269377531828703,2.9502766927083335,6.842963324652778,9.014892578125
655,00:00:26.200,4.280707465277778,2.2859971788194446,4.422010633680555,6.134114583333333
656,00:00:26.240,6.369900173611111,3.3185221354166665,6.358534071180555,9.43264431423611
657,00:00:26.280,5.906448929398148,2.1758355034722223,6.502305772569445,9.041205512152779
658,00:00:26.320,3.7105577256944446,1.2835557725694444,3.903293185763889,5.94482421875
659,00:00:26.360,10.184172453703704,3.272922092013889,11.12060546875,16.15898980034722
660,00:00:26.400,8.37547019675926,2.2996961805555554,9.15700954861111,13.66970486111111
661,00:00:26.440,13.71608253761574,4.033962673611111,14.583685980902779,22.530598958333332
662,00:00:26.480,15.38217954282407,4.745686848958333,16.104112413194443,25.296739366319443
663,00:00:26.520,10.820068359375,3.195041232638889,11.163275824652779,18.101888020833332
664,00:00:26.560,17.49146412037037,6.479871961805555,17.52273220486111,28.471788194444443
665,00:00:26.600,13.072401258680555,3.8877495659722223,13.210991753472221,22.11846245659722
666,00:00:26.640,17.58489764178241,6.034722222222222,17.73627387152778,28.98369683159722
667,00:00:26.680,10.919731987847223,3.421115451388889,10.80810546875,18.52997504340278
668,00:00:26.720,15.65086082175926,5.668429904513889,15.647026909722221,25.637125651041668
669,00:00:26.760,15.095558449074074,5.215847439236111,15.450981987847221,24.61984592013889
670,00:00:26.800,9.535092954282407,2.9422471788194446,9.997422960069445,15.665608723958334
671,00:00:26.840,14.677951388888888,4.886121961805555,15.250678168402779,23.897054036458332
672,00:00:26.880,8.809461805555555,2.8021375868055554,9.178385416666666,14.447862413194445
673,00:00:26.920,14.078694661458334,4.614963107638889,14.707926432291666,22.913194444444443
674,00:00:26.960,13.213351779513891,4.384928385416667,13.934922960069445,21.320203993055557
675,00:00:27.000,7.773753978587963,2.395779079861111,8.45065646701389,12.47482638888889
676,00:00:27.040,11.254032841435185,3.778076171875,11.973253038194445,18.01076931423611
677,00:00:27.080,6.036820023148148,1.8829481336805556,6.705268012152778,9.52224392361111
678,00:00:27.120,9.196144386574074,3.0281575520833335,10.05002170138889,14.51025390625
679,00:00:27.160,5.7462384259259265,1.7912055121527777,6.452853732638889,8.99465603298611
680,00:00:27.200,8.259620949074074,2.5841200086805554,9.22653537326389,12.968207465277779
681,00:00:27.240,5.035816333912037,1.5125054253472223,5.583902994791667,8.011040581597221
682,00:00:27.280,8.253363715277777,2.4469401041666665,9.3974609375,12.915690104166666
683,00:00:27.320,5.864167390046297,1.7279730902777777,6.624186197916667,9.240342881944445
684,00:00:27.360,8.212646484375,2.3626302083333335,9.340901692708334,12.934407552083334
685,00:00:27.400,7.7124204282407405,2.2197808159722223,8.95681423611111,11.96066623263889
686,00:00:27.440,4.25853587962963,1.1453179253472223,4.825412326388889,6.804877387152778
687,00:00:27.480,8.068522135416666,2.6675889756944446,8.91574435763889,12.622233072916666
688,00:00:27.520,5.062662760416667,1.4939507378472223,5.978895399305555,7.715142144097222
689,00:00:27.560,4.773012514467593,1.3745659722222223,5.317437065972222,7.627034505208333
690,00:00:27.600,7.876220703125,2.1602647569444446,9.08694118923611,12.381456163194445
691,00:00:27.640,5.181523075810185,1.51806640625,6.09912109375,7.927381727430555
692,00:00:27.680,8.224826388888888,2.4335394965277777,9.355116102430555,12.885823567708334
693,00:00:27.720,4.695339626736112,1.4630805121527777,5.359754774305555,7.26318359375
694,00:00:27.760,4.955647786458333,1.5097113715277777,5.647569444444445,7.709662543402778
695,00:00:27.800,8.870325159143519,2.888671875,9.673963758680555,14.04833984375
696,00:00:27.840,4.884033203125,1.6004231770833333,5.408664279513889,7.643012152777778
697,00:00:27.880,8.420817057291666,2.870361328125,11.216878255208334,11.175211588541666
698,00:00:27.920,23.33345992476852,9.611762152777779,30.791829427083332,29.596788194444443
699,00:00:27.960,35.223388671875,20.83352322048611,46.25450303819444,38.58213975694444
700,00:00:28.000,36.775227864583336,29.914388020833332,34.537570529513886,45.87372504340278
701,00:00:28.040,33.043863932291664,20.891248914930557,31.12619357638889,47.11414930555556
702,00:00:28.080,37.569046585648145,26.13066948784722,40.674723307291664,45.90174696180556
703,00:00:28.120,37.419334129050924,25.274766710069443,40.133273654513886,46.84996202256944
704,00:00:28.160,37.064968532986114,23.606336805555557,36.858968098958336,50.72960069444444
705,00:00:28.200,40.222891348379626,25.45171440972222,38.77330186631944,56.44365776909722
706,00:00:28.240,44.477584273726855,27.91118706597222,44.44829644097222,61.073269314236114
707,00:00:28.280,49.03142180266203,29.78781467013889,47.72715928819444,69.57929144965277
708,00:00:28.320,46.667625144675924,27.14035373263889,41.70049370659722,71.16202799479167
709,00:00:28.360,39.169198495370374,21.53545464409722,30.91229926215278,65.05984157986111
710,00:00:28.400,35.86188874421296,18.94753689236111,27.677978515625,60.96015082465278
711,00:00:28.440,41.95647063078703,22.697102864583332,35.815673828125,67.35663519965277
712,00:00:28.480,47.72016059027778,25.77783203125,46.916097005208336,70.466552734375
713,00:00:28.520,42.780173972800924,22.50387912326389,41.54033745659722,64.29630533854167
714,00:00:28.560,40.88995587384259,22.997205946180557,42.861545138888886,56.811116536458336
715,00:00:28.600,44.58375831886574,25.802571614583332,52.544596354166664,55.40410698784722
716,00:00:28.640,45.60651765046296,29.21969943576389,52.828830295138886,54.771023220486114
717,00:00:28.680,43.525906032986114,28.27631293402778,49.61821831597222,52.683186848958336
718,00:00:28.720,43.57921006944445,30.238661024305557,41.562771267361114,58.936197916666664
719,00:00:28.760,44.60060402199074,30.61330837673611,38.8056640625,64.38283962673611
720,00:00:28.800,46.86040581597222,33.169759114583336,41.34833441840278,66.06312391493056
721,00:00:28.840,48.16774269386574,34.361355251736114,47.328776041666664,62.81309678819444
722,00:00:28.880,48.34117296006945,36.21690538194444,51.815755208333336,56.99085828993056
723,00:00:28.920,47.135009765625,35.710042317708336,52.46790907118056,53.227077907986114
724,00:00:28.960,43.695638020833336,29.549180772569443,46.526882595486114,55.01085069444444
725,00:00:29.000,39.467764395254626,24.38104926215278,39.43096245659722,54.591281467013886
726,00:00:29.040,36.522849754050924,25.676839192708332,37.26255967881944,46.629150390625
727,00:00:29.080,39.58386682581018,31.23806423611111,37.76166449652778,49.751871744791664
728,00:00:29.120,38.88490125868055,31.34619140625,31.44769965277778,53.860812717013886
729,00:00:29.160,36.84305374710648,29.10641818576389,29.415391710069443,52.007351345486114
730,00:00:29.200,31.250732421875,22.85300021701389,23.209798177083332,47.68939887152778
731,00:00:29.240,32.5906665943287,22.07150607638889,25.51687282986111,50.183620876736114
732,00:00:29.280,33.43303313078703,23.20770941840278,26.214436848958332,50.876953125
733,00:00:29.320,28.84088360821759,18.470784505208332,21.62155490451389,46.43031141493056
734,00:00:29.360,25.145643446180554,15.365587022569445,17.933458116319443,42.13788519965278
735,00:00:29.400,28.556297019675927,17.945638020833332,21.537272135416668,46.18598090277778
736,00:00:29.440,31.142894603587962,19.565185546875,24.1279296875,49.735568576388886
737,00:00:29.480,29.013617621527782,18.048204210069443,19.64423285590278,49.348415798611114
738,00:00:29.520,33.04380967881945,21.515272352430557,21.39873589409722,56.21742078993056
739,00:00:29.560,33.43875687210648,23.86404079861111,24.266438802083332,52.185791015625
740,00:00:29.600,30.717022931134256,22.49028862847222,23.15842013888889,46.502360026041664
741,00:00:29.640,27.23851634837963,19.351915147569443,19.344075520833332,43.019558376736114
742,00:00:29.680,26.59723126446759,18.34250217013889,19.97686089409722,41.472330729166664
743,00:00:29.720,31.1244212962963,21.7373046875,24.350992838541668,47.28496636284722
744,00:00:29.760,31.870388454861114,22.24834526909722,24.72512478298611,48.6376953125
745,00:00:29.800,28.698404947916668,19.984022352430557,19.977674696180557,46.133517795138886
746,00:00:29.840,30.617296006944443,23.70065646701389,23.201985677083332,44.949245876736114
747,00:00:29.880,32.27117693865741,25.44843207465278,25.757080078125,45.60801866319444
748,00:00:29.920,34.03746202256944,26.84526909722222,25.549669053819443,49.717447916666664
749,00:00:29.960,31.298113787615737,22.95263671875,24.273573133680557,46.668131510416664
750,00:00:30.000,33.576578776041664,22.908338758680557,26.100694444444443,51.720703125
751,00:00:30.040,36.952627676504626,25.863199869791668,29.89350043402778,55.10118272569444
752,00:00:30.080,35.35969147858796,25.55270724826389,29.819227430555557,50.70713975694444
753,00:00:30.120,35.97453703703703,26.193115234375,31.889241536458332,49.84125434027778
754,00:00:30.160,36.26624891493056,26.76980251736111,34.22205946180556,47.806884765625
755,00:00:30.200,38.53502061631944,29.108479817708332,34.701199001736114,51.795383029513886
756,00:00:30.240,37.98883282696759,26.05837673611111,32.032687717013886,55.87543402777778
757,00:00:30.280,41.055184823495374,27.393798828125,36.343722873263886,59.42803276909722
758,00:00:30.320,43.557761863425924,28.993408203125,37.4453125,64.23456488715277
759,00:00:30.360,43.535201461226855,27.873426649305557,34.33759223090278,68.39458550347223
760,00:00:30.400,42.633255570023145,27.20871310763889,31.310682508680557,69.38037109375
761,00:00:30.440,42.699010778356474,29.39596896701389,32.31255425347222,66.38850911458333
762,00:00:30.480,38.94305193865741,29.321424696180557,29.47292751736111,58.03480360243056
763,00:00:30.520,38.37360749421296,27.16669379340278,30.237169053819443,57.716959635416664
764,00:00:30.560,36.59821686921296,24.313883463541668,32.670383029513886,52.810384114583336
765,00:00:30.600,42.44232855902778,28.454969618055557,38.116780598958336,60.75523546006944
766,00:00:30.640,45.19651511863426,31.196912977430557,44.12828233506944,60.26435004340278
767,00:00:30.680,46.3050220630787,31.004720052083332,43.31708441840278,64.59326171875
768,00:00:30.720,41.329626012731474,24.159993489583332,34.41631401909722,65.41257052951389
769,00:00:30.760,43.581624348958336,24.67214626736111,36.90367296006944,69.16905381944444
770,00:00:30.800,46.75690827546297,27.65961371527778,40.77598741319444,71.83512369791667
771,00:00:30.840,41.62847222222222,23.16555447048611,32.78803168402778,68.93183051215277
772,00:00:30.880,36.43580910011574,20.158040364583332,26.79543728298611,62.35394965277778
773,00:00:30.920,38.074643735532405,22.79367404513889,26.801161024305557,64.62909613715277
774,00:00:30.960,37.41428855613426,23.002115885416668,27.60419379340278,61.636555989583336
775,00:00:31.000,34.90986689814815,19.307861328125,26.60552300347222,58.81621636284722
776,00:00:31.040,30.34745732060185,15.509711371527779,24.104817708333332,51.42784288194444
777,00:00:31.080,27.610722294560187,14.68674045138889,23.49557834201389,44.64984809027778
778,00:00:31.120,26.623697916666668,14.241102430555555,21.704915364583332,43.925075954861114
779,00:00:31.160,23.54620587384259,12.539469401041666,18.511800130208332,39.58734809027778
780,00:00:31.200,23.44534866898148,11.096354166666666,17.12749565972222,42.11219618055556
781,00:00:31.240,28.396086516203706,14.823079427083334,22.783365885416668,47.581814236111114
782,00:00:31.280,27.88041630497685,14.86550564236111,23.015787760416668,45.75995551215278
783,00:00:31.320,36.25737847222222,22.31084526909722,22.19851345486111,64.26277669270833
784,00:00:31.360,35.12639250578704,28.970350477430557,32.036159939236114,44.37266710069444
785,00:00:31.400,32.53464084201389,10.614393446180555,40.47992621527778,46.509602864583336
786,00:00:31.440,17.027461299189813,4.157524956597222,25.027913411458332,21.89694552951389
787,00:00:31.480,3.0947989004629632,0.9171549479166666,4.579671223958333,3.787570529513889
788,00:00:31.520,1.3248336226851851,0.4433322482638889,1.5218098958333333,2.0093587239583335
789,00:00:31.560,1.1705096209490742,0.347412109375,1.4197048611111112,1.7444118923611112
790,00:00:31.600,1.4288104021990742,0.4316677517361111,1.6564127604166667,2.1983506944444446
791,00:00:31.640,1.541919849537037,0.4269476996527778,1.8075358072916667,2.3912760416666665
792,00:00:31.680,1.6046639901620372,0.4565700954861111,1.8665907118055556,2.4908311631944446
793,00:00:31.720,1.5065556278935184,0.4357096354166667,1.8638237847222223,2.2201334635416665
794,00:00:31.760,1.721363208912037,0.4453125,2.145751953125,2.573025173611111
795,00:00:31.800,1.7331000434027777,0.44970703125,2.1852213541666665,2.5643717447916665
796,00:00:31.840,1.6684751157407411,0.5020616319444444,2.0794270833333335,2.4239366319444446
797,00:00:31.880,1.7940628616898149,0.5091417100694444,2.162868923611111,2.710177951388889
798,00:00:31.920,1.4969618055555556,0.3702528211805556,1.9340006510416667,2.1866319444444446
799,00:00:31.960,1.8001121238425926,0.4557562934027778,2.2319878472222223,2.7125922309027777
800,00:00:32.000,2.3031503182870368,0.6439615885416666,2.7144368489583335,3.551052517361111
801,00:00:32.040,2.402705439814815,0.6815049913194444,2.9354654947916665,3.5911458333333335
802,00:00:32.080,2.638798466435185,0.6787651909722222,3.2162543402777777,4.021375868055555
803,00:00:32.120,2.9292986834490744,0.7325303819444444,3.5664876302083335,4.488878038194445
804,00:00:32.160,2.4231770833333335,0.6046006944444444,3.0165473090277777,3.6483832465277777
805,00:00:32.200,1.706470630787037,0.5077039930555556,2.0807020399305554,2.531005859375
806,00:00:32.240,0.7707429108796297,0.237060546875,0.9236653645833334,1.1515028211805556
807,00:00:32.280,1.334544994212963,0.3895941840277778,1.6397840711805556,1.9742567274305556
808,00:00:32.320,1.2934841579861112,0.38330078125,1.6333550347222223,1.8637966579861112
809,00:00:32.360,1.3786530671296298,0.4371202256944444,1.7061089409722223,1.9927300347222223
810,00:00:32.400,2.036765769675926,0.5505913628472222,2.665798611111111,2.8939073350694446
811,00:00:32.440,2.5849971064814814,0.7001681857638888,3.2998860677083335,3.7549370659722223
812,00:00:32.480,3.275037977430556,0.8732096354166666,4.159450954861111,4.792453342013889
813,00:00:32.520,3.7594762731481484,1.0236002604166667,4.659233940972222,5.595594618055555
814,00:00:32.560,3.9657298900462963,1.0814615885416667,4.909288194444445,5.906439887152778
815,00:00:32.600,4.258716724537037,1.1275770399305556,5.205132378472222,6.443440755208333
816,00:00:32.640,4.601942274305556,1.2855360243055556,5.508382161458333,7.011908637152778
817,00:00:32.680,4.46167896412037,1.2581108940972223,5.334852430555555,6.792073567708333
818,00:00:32.720,4.466670283564814,1.2667914496527777,5.208794487847222,6.924424913194445
819,00:00:32.760,4.357828776041667,1.1465657552083333,5.2021484375,6.724772135416667
820,00:00:32.800,4.578206380208333,1.2118869357638888,5.340494791666667,7.182237413194445
821,00:00:32.840,4.55957935474537,1.2181803385416667,5.333170572916667,7.127387152777778
822,00:00:32.880,4.569625289351852,1.2181260850694444,5.412489149305555,7.078260633680555
823,00:00:32.920,4.809009693287037,1.2485080295138888,5.617106119791667,7.561414930555555
824,00:00:32.960,4.94776294849537,1.3277452256944444,5.668294270833333,7.847249348958333
825,00:00:33.000,5.027985749421297,1.3456488715277777,5.752143012152778,7.986165364583333
826,00:00:33.040,5.185121889467593,1.3817545572916667,5.831651475694445,8.341959635416666
827,00:00:33.080,5.257866753472222,1.3951280381944444,5.89208984375,8.486382378472221
828,00:00:33.120,5.195683232060186,1.3151584201388888,5.913791232638889,8.358100043402779
829,00:00:33.160,5.226535373263888,1.353759765625,5.905137803819445,8.420708550347221
830,00:00:33.200,5.281123408564815,1.33349609375,5.996066623263889,8.513807508680555
831,00:00:33.240,5.270616319444445,1.3324110243055556,5.913791232638889,8.56564670138889
832,00:00:33.280,5.670012297453703,1.5138346354166667,6.298746744791667,9.197455512152779
833,00:00:33.320,5.757486979166667,1.5863715277777777,6.461073133680555,9.225016276041666
834,00:00:33.360,5.647090205439814,1.5245768229166667,6.40966796875,9.007025824652779
835,00:00:33.400,5.350667317708333,1.5540364583333333,6.133816189236111,8.364149305555555
836,00:00:33.440,5.2291485821759265,1.6588812934027777,6.032877604166667,7.995686848958333
837,00:00:33.480,5.275426793981482,1.6625705295138888,6.060574001736111,8.103135850694445
838,00:00:33.520,5.285454644097222,1.6983235677083333,6.090684678819445,8.06735568576389
839,00:00:33.560,5.36791087962963,1.7003851996527777,6.225043402777778,8.178304036458334
840,00:00:33.600,5.33251048900463,1.6759440104166667,6.180881076388889,8.140706380208334
841,00:00:33.640,5.41845703125,1.67333984375,6.256103515625,8.325927734375
842,00:00:33.680,5.2861328125,1.6577419704861112,6.209689670138889,7.990966796875
843,00:00:33.720,5.327799479166666,1.6896158854166667,6.164089626736111,8.129692925347221
844,00:00:33.760,5.370741102430556,1.7176920572916667,6.186442057291667,8.208089192708334
845,00:00:33.800,5.387333622685184,1.6669379340277777,6.193657769097222,8.301405164930555
846,00:00:33.840,5.2689435040509265,1.6789279513888888,6.094401041666667,8.033501519097221
847,00:00:33.880,5.256926359953703,1.5774197048611112,6.0986328125,8.0947265625
848,00:00:33.920,5.239917896412037,1.5558268229166667,6.035400390625,8.128526475694445
849,00:00:33.960,5.173782913773148,1.5515950520833333,5.892822265625,8.07693142361111
850,00:00:34.000,5.338053385416667,1.6273057725694444,5.921793619791667,8.46506076388889
851,00:00:34.040,5.521032262731481,1.750244140625,6.116400824652778,8.696451822916666
852,00:00:34.080,5.8970721209490735,1.8720703125,6.519151475694445,9.299994574652779
853,00:00:34.120,6.065474898726852,1.984375,6.700385199652778,9.511664496527779
854,00:00:34.160,6.339662905092593,2.0052897135416665,6.979275173611111,10.034423828125
855,00:00:34.200,6.437409577546297,2.1694878472222223,6.974175347222222,10.168565538194445
856,00:00:34.240,6.85179759837963,2.276123046875,7.481119791666667,10.798149956597221
857,00:00:34.280,7.3114239728009265,2.4109429253472223,8.071044921875,11.452284071180555
858,00:00:34.320,7.765679253472221,2.5203993055555554,8.56936306423611,12.207275390625
859,00:00:34.360,7.9319932725694455,2.6318901909722223,8.798692491319445,12.365397135416666
860,00:00:34.400,7.66112377025463,2.4808485243055554,8.72705078125,11.775472005208334
861,00:00:34.440,7.653889973958333,2.3788248697916665,8.674641927083334,11.908203125
862,00:00:34.480,7.497106481481481,2.3369954427083335,8.46047634548611,11.69384765625
863,00:00:34.520,7.370876736111112,2.22998046875,8.28293185763889,11.599717881944445
864,00:00:34.560,7.352484809027779,2.2979329427083335,8.293619791666666,11.465901692708334
865,00:00:34.600,7.613254123263888,2.4222819010416665,8.544080946180555,11.873399522569445
866,00:00:34.640,7.773600260416667,2.461154513888889,8.852945963541666,12.006700303819445
867,00:00:34.680,7.686062282986112,2.4150933159722223,8.956949869791666,11.686143663194445
868,00:00:34.720,7.479329427083333,2.2768012152777777,8.833116319444445,11.328070746527779
869,00:00:34.760,7.3864926938657405,2.200927734375,8.782362196180555,11.176188151041666
870,00:00:34.800,7.529369212962962,2.1952582465277777,8.955213758680555,11.437635633680555
871,00:00:34.840,7.557825159143519,2.1952311197916665,8.944661458333334,11.533582899305555
